PABST_2,PABST_3,PABST_4,PABST_5,PABST_6,PABST_7,PABST_8,PABST_9,PABST_10,PABST_11,PABST_12,PABST_13,PABST_14,PABST_15,PABST_16,PABST_17,PABST_18,PABST_19,PABST_20,PABST_21,PABST_22,PABST_23,PABST_24,PABST_25,PABST_26,PABST_27,PABST_28,PABST_29,PABST_30,PABST_31,PABST_32,THT_1,THT_2,THT_3,THT_4,THT_5,THT_6,THT_7,THT_8,THT_9,THT_10,THT_11,THT_12,THT_13,THT_14,THT_15,THT_16,THT_17,THT_18,THT_19,THT_20,THT_21,THT_22,THT_23,THT_24,THT_25,THT_26,THT_27,THT_28,THT_29,THT_30,THT_31,THT_32,ZS,SSOCANZ1,SSOCANZ2,SSOCANZ3,SSOCANZ4,SSOCANZ5,SSOCANZ6,ISBACANZ1,ISBACANZ2,ISBACANZ3,ISBACANZ4,ISBACANZ5,ISBACANZ6,BLD_HEIGHT,TEB_T1,TEB_T2,TEB_T3,TEB_T4,TEB_T5,TEB_T6,TEB_P1,TEB_P2,TEB_P3,TEB_P4,TEB_P5,TEB_P6,ISBA_T1,ISBA_T2,ISBA_T3,ISBA_T4,ISBA_T5,ISBA_T6,ISBA_P1,ISBA_P2,ISBA_P3,ISBA_P4,ISBA_P5,ISBA_P6,longitude,latitude,X,Y,MNT
100914.90062,100160.89135,99262.9113,98200.0643,96945.05802,95460.93243,93706.26996,91635.51299,89198.62231,86341.06402,83005.5033,79132.74134,74662.3841,69541.62735,64029.6136,58660.95465,53676.13578,49048.82443,44751.49251,40758.49214,37046.97427,33601.01628,30406.68855,27449.55993,24715.00141,22191.99175,19876.50194,17772.00511,15881.31612,14192.3045,12683.17722,298.59748,298.59748,298.61253,299.67834,302.98839,305.0033,305.9805,306.6079,306.92447,307.20837,307.4733,308.11594,308.97549,309.33543,309.89042,311.78024,315.38095,319.16837,322.18783,325.0318,326.98924,328.74898,330.48976,332.25175,333.75237,335.05593,336.81026,340.46166,347.88899,359.27322,371.24643,371.24643,42.44286,0.5,"2","4",6.5,"10",29.91305,"999","999","999","999","999","999",19.305,300.25946,299.76943,299.56896,299.17477,298.70023,298.40382,101564.3501,101546.94062,101523.72798,101429.10745,101230.3664,100998.91272,"999","999","999","999","999","999","999","999","999","999","999","999",2.32575,48.85843,650530.093,6862254.985,32.20000
100896.12734,100142.37221,99244.8063,98182.42606,96927.84284,95444.08643,93689.76724,91619.39094,89183.02167,86326.09394,82991.28041,79119.31788,74649.84088,69530.22818,64019.60648,58652.44293,53668.88579,49042.66676,44746.26447,40753.96024,37043.12526,33597.812,30404.1071,27447.5988,24713.53628,22190.87789,19875.60101,17771.3568,15880.96873,14192.17108,12683.21763,298.59482,298.59482,298.66307,299.74565,303.03351,305.00949,305.96171,306.58688,306.91566,307.2182,307.47174,308.11719,308.93868,309.38414,309.86842,311.80831,315.40467,319.16954,322.20486,325.02208,326.97854,328.74173,330.47267,332.25822,333.76299,335.0569,336.79853,340.43426,347.90514,359.27747,371.24499,371.24499,44.10292,0.5,"2","4",6.5,"10",29.91009,"999","999","999","999","999","999",21.065,300.15604,299.67773,299.48525,299.09375,298.65366,298.37656,101565.15199,101547.74414,101524.53368,101419.70941,101210.78582,100979.37674,"999","999","999","999","999","999","999","999","999","999","999","999",2.33429,48.85842,651156.651,6862248.557,29.00000
100885.92686,100132.31442,99235.01306,98172.91309,96918.50172,95434.90673,93680.74626,91610.45365,89174.31061,86317.74341,82983.3534,79111.85223,74642.77408,69523.7515,64014.00025,58647.77571,53664.91363,49039.27072,44743.407,40751.43652,37040.99331,33596.08996,30402.70201,27446.55088,24712.78067,22190.32072,19875.12296,17770.96773,15880.74407,14192.07567,12683.2207,298.61055,298.61055,298.6781,299.82364,303.04121,304.99424,305.94136,306.56881,306.89369,307.22433,307.4616,308.12812,308.91066,309.43266,309.87099,311.83255,315.4133,319.16934,322.21301,325.01501,326.95856,328.77062,330.45743,332.25888,333.76744,335.05689,336.79403,340.40782,347.90911,359.28242,371.24085,371.24085,45.02787,0.5,"2","4",6.5,"10",29.90842,"999","999","999","999","999","999",22.0675,300.40436,299.86431,299.64789,299.19859,298.72178,298.43906,101565.50605,101548.10372,101524.9006,101414.29424,101199.62802,100968.30519,"999","999","999","999","999","999","999","999","999","999","999","999",2.34282,48.85841,651782.476,6862242.203,36.09000
100894.93688,100141.13647,99243.65531,98181.34094,96926.68023,95442.8949,93688.46064,91617.76682,89181.24399,86324.31185,82989.55352,79117.6136,74647.98317,69528.38981,64018.14182,58651.57109,53668.25749,49042.11981,44745.9052,40753.51537,37042.69313,33597.5446,30403.94332,27447.61869,24713.66792,22191.01502,19875.55986,17771.14595,15880.80095,14192.0737,12683.14702,298.60346,298.60346,298.59566,299.83299,302.97416,304.9857,305.92165,306.54799,306.87712,307.22449,307.45253,308.13996,308.89998,309.42946,309.87425,311.84666,315.42921,319.15397,322.20793,325.01431,326.94519,328.78861,330.47533,332.27431,333.77538,335.05458,336.79095,340.38275,347.89612,359.29105,371.23714,371.23714,44.29843,0.5,"2","4",6.5,"10",29.90974,"999","999","999","999","999","999",20.29333,300.61133,300.07156,299.85325,299.4125,298.93216,298.64079,101552.56219,101535.17059,101511.98178,101411.72887,101207.47517,100976.28483,"999","999","999","999","999","999","999","999","999","999","999","999",2.35136,48.8584,652409.035,6862235.91,36.20000
100904.65866,100150.55128,99252.92096,98190.42692,96935.52605,95451.57139,93696.87131,91625.79709,89188.87858,86331.52199,82996.33945,79123.93832,74653.74018,69533.55601,64022.73877,58655.7087,53671.925,49045.2243,44748.62444,40755.90335,37044.61467,33599.09502,30405.26775,27448.76179,24714.63083,22191.79285,19876.07868,17771.35195,15880.83903,14192.08499,12683.07815,298.50347,298.50347,298.51084,299.91549,302.92769,305.00347,305.91859,306.54073,306.87065,307.2225,307.44437,308.14924,308.90634,309.41198,309.88531,311.85884,315.43573,319.14844,322.19277,325.04285,326.9429,328.76679,330.48746,332.29349,333.78834,335.07038,336.79256,340.35785,347.86028,359.30831,371.25966,371.25966,43.49345,0.5,"2","4",6.5,"10",29.9113,"999","999","999","999","999","999",15.9525,300.56327,300.12981,299.94797,299.61286,299.14519,298.84364,101510.89153,101493.51045,101470.33568,101395.29288,101216.30623,100985.24376,"999","999","999","999","999","999","999","999","999","999","999","999",2.35989,48.85839,653034.862,6862229.691,35.29000
100899.19065,100144.71787,99247.1285,98184.94749,96930.19656,95446.40419,93691.80706,91620.79144,89183.98551,86326.79981,82991.82749,79119.68335,74649.76286,69529.92874,64019.51948,58652.97367,53669.73714,49043.29874,44746.99642,40754.68021,37043.56031,33598.12974,30404.45101,27448.17543,24714.25513,22191.58222,19875.91305,17771.11454,15880.62682,14192.01751,12683.06674,298.34698,298.34698,298.32789,300.10623,302.97385,305.02833,305.92901,306.53063,306.8676,307.22142,307.44987,308.14789,308.90136,309.39107,309.89367,311.8577,315.45432,319.16277,322.16996,325.08981,326.95575,328.74925,330.46026,332.29727,333.79552,335.08526,336.79727,340.3299,347.81555,359.32854,371.28136,371.28136,44.00982,0.5,"2","4",6.5,"10",29.91033,"999","999","999","999","999","999",17.22167,300.69025,300.22652,300.03748,299.68083,299.22991,298.93869,101519.26103,101501.88678,101478.72113,101396.35755,101210.09475,100979.13061,"999","999","999","999","999","999","999","999","999","999","999","999",2.36843,48.85838,653661.423,6862223.533,36.40000
100883.44419,100128.59822,99231.07525,98169.36552,96915.06809,95431.71457,93677.5038,91606.84955,89170.46489,86313.88708,82979.58521,79108.13718,74639.05577,69520.2154,64010.89699,58645.48171,53663.49391,49037.95053,44742.37434,40750.85311,37040.39891,33595.49903,30402.21154,27446.39636,24712.93367,22190.64934,19875.25727,17770.60389,15880.27593,14191.8823,12683.08266,298.10673,298.10673,298.12315,300.185,303.00408,305.04229,305.92617,306.50914,306.8617,307.22232,307.46154,308.14383,308.89463,309.38228,309.8944,311.85063,315.46779,319.19676,322.14573,325.11748,326.96579,328.77104,330.43756,332.28514,333.80599,335.09787,336.81055,340.3208,347.78998,359.33222,371.28811,371.28811,45.43811,0.5,"2","4",6.5,"10",29.90622,"999","999","999","999","999","999",15.69,300.59368,300.1409,299.94912,299.59256,299.23754,298.93092,101484.8264,101467.45464,101444.2923,101370.80978,101193.45875,100962.55941,"999","999","999","999","999","999","999","999","999","999","999","999",2.37696,48.85836,654287.242,6862216.337,34.59000
100907.47979,100154.09323,99256.09057,98192.70422,96937.66693,95453.99608,93699.96096,91629.69139,89193.19597,86336.00006,83001.14367,79129.15468,74659.12481,69538.83637,64027.17838,58658.51474,53673.72388,49046.42923,44749.34243,40756.77498,37045.67254,33599.90741,30405.48439,27448.33474,24713.97927,22191.31466,19876.21615,17771.89943,15881.24071,14192.31715,12683.24295,298.80514,298.80514,298.85956,299.41536,302.87201,305.02532,306.08815,306.67024,306.95078,307.19269,307.48182,308.21729,308.99633,309.39137,309.97963,311.7628,315.37036,319.14053,322.16061,325.05593,327.02919,328.78201,330.46045,332.1961,333.73072,335.06616,336.84708,340.50673,347.87266,359.27307,371.2555,371.2555,42.99163,0.5,"2","4",6.5,"10",29.91242,"999","999","999","999","999","999",19.85167,299.76157,299.39337,299.24822,298.95955,298.6083,298.35326,101564.0186,101546.60795,101523.39375,101425.59425,101223.6697,100992.20537,"999","999","999","999","999","999","999","999","999","999","999","999",2.30867,48.85283,649271.508,6861643.154,37.59000
100897.62614,100144.36123,99246.54349,98183.47268,96928.68926,95445.13614,93691.19815,91621.13281,89184.94913,86328.06649,82993.49583,79121.8589,74652.44461,69532.77849,64021.73156,58653.87199,53669.8546,49043.25421,44746.65366,40754.39219,37043.54841,33598.10951,30404.18159,27447.44973,24713.32088,22190.7647,19875.70822,17771.50829,15881.03508,14192.2294,12683.24904,298.82567,298.82567,298.85277,299.45334,302.92289,305.01127,306.06058,306.65008,306.95274,307.19847,307.47274,308.20115,308.9912,309.33563,309.95092,311.76496,315.38444,319.14761,322.17881,325.03275,327.00735,328.74862,330.4721,332.23541,333.75393,335.06201,336.83488,340.47955,347.88199,359.28026,371.25283,371.25283,43.87546,0.5,"2","4",6.5,"10",29.91012,"999","999","999","999","999","999",15.29333,299.70899,299.39149,299.25946,299.01852,298.65161,298.38,101500.83893,101483.43135,101460.22125,101388.88885,101213.45868,100982.05301,"999","999","999","999","999","999","999","999","999","999","999","999",2.31721,48.85282,649898.132,6861636.59,37.29000
100866.37988,100113.40525,99216.32452,98154.3037,96900.21933,95417.20381,93663.90748,91594.55782,89159.20322,86303.40005,82970.01749,79099.72898,74632.05185,69514.33545,64005.44382,58639.87714,53657.88294,49033.05183,44737.98181,40746.95251,37037.17184,33592.77636,30399.9299,27444.17555,24710.81622,22188.84547,19874.23012,17770.49027,15880.49065,14192.03774,12683.34115,298.83431,298.83431,298.83812,299.72413,303.05913,304.99969,306.04505,306.64094,306.94077,307.19797,307.47673,308.17462,308.98578,309.30803,309.92315,311.77942,315.40225,319.16593,322.19631,325.02568,326.97976,328.72379,330.47582,332.257,333.76636,335.06137,336.81825,340.4573,347.89901,359.28635,371.24901,371.24901,46.60595,0.5,"2","4",6.5,"10",29.90422,"999","999","999","999","999","999",19.46167,300.4939,299.98801,299.77881,299.35034,298.8383,298.53367,101516.8411,101499.44792,101476.25702,101380.81681,101181.38774,100950.21915,"999","999","999","999","999","999","999","999","999","999","999","999",2.32574,48.85281,650524.023,6861630.099,36.29000
100850.71712,100097.67658,99200.93545,98139.59496,96885.97049,95403.23173,93650.18773,91581.13378,89146.09491,86290.77582,82957.98621,79088.30003,74621.42526,69504.68008,63996.98796,58632.76467,53651.81608,49027.86678,44733.61203,40743.18675,37033.94911,33590.08169,30397.76669,27442.54273,24709.60926,22187.92723,19873.48056,17769.93618,15880.18507,14191.9177,12683.36815,298.7474,298.7474,298.74584,299.90357,303.17998,305.0154,306.02667,306.62229,306.93209,307.19357,307.48664,308.14514,308.95065,309.31022,309.88754,311.80761,315.42437,319.16064,322.20983,325.0213,326.97136,328.71733,330.46742,332.26273,333.77755,335.06309,336.80526,340.43482,347.90555,359.29251,371.24393,371.24393,48.00446,0.5,"2","4",6.5,"10",29.90145,"999","999","999","999","999","999",18.82667,300.60625,300.08171,299.86301,299.41904,298.88725,298.57591,101492.92891,101475.5413,101452.35781,101360.62847,101164.95421,100933.88088,"999","999","999","999","999","999","999","999","999","999","999","999",2.33427,48.8528,651149.915,6861623.676,33.79000
100853.95884,100100.73673,99204.02714,98142.82713,96889.09087,95406.13484,93652.92949,91583.65397,89148.41858,86292.97126,82959.99086,79090.00403,74622.80026,69505.86912,63998.18796,58634.0354,53652.96977,49028.85739,44734.52059,40743.89537,37034.52339,33590.61542,30398.2084,27442.96474,24710.00579,22188.24059,19873.62224,17769.94383,15880.16848,14191.88806,12683.31768,298.68109,298.68109,298.68641,299.98945,303.18846,304.95973,305.99174,306.60872,306.91528,307.1956,307.48683,308.12868,308.91628,309.34287,309.88307,311.83998,315.42742,319.1591,322.20911,325.03758,326.95565,328.75624,330.46376,332.2645,333.78104,335.06846,336.79367,340.40809,347.90596,359.30036,371.24041,371.24041,47.76986,0.5,"2","4",6.5,"10",29.90117,"999","999","999","999","999","999",19.615,300.67046,300.13197,299.91393,299.46957,298.98002,298.68544,101504.20035,101486.81896,101463.64377,101367.37985,101167.20931,100936.22091,"999","999","999","999","999","999","999","999","999","999","999","999",2.34281,48.85279,651776.541,6861617.315,34.09000
100910.81213,100156.73943,99259.17465,98196.96452,96941.95059,95457.63632,93702.94715,91631.97351,89194.88072,86337.31794,83001.88503,79129.11768,74658.68453,69538.17152,64026.79042,58659.10353,53674.68655,49047.52234,44750.57171,40757.49664,37045.91115,33600.11997,30406.02092,27449.30619,24715.02086,22192.04779,19876.27531,17771.54524,15880.98145,14192.1168,12683.04646,298.57058,298.57058,298.53408,299.96575,303.05742,304.88314,305.9328,306.57919,306.89716,307.19577,307.47556,308.12562,308.89619,309.40552,309.88266,311.85534,315.42353,319.13581,322.20337,325.05336,326.93596,328.77652,330.47338,332.28028,333.78569,335.06943,336.79007,340.37675,347.87592,359.30634,371.23842,371.23842,42.87384,0.5,"2","4",6.5,"10",29.91199,"999","999","999","999","999","999",18.92667,300.62565,300.09675,299.88885,299.47735,299.04691,298.77045,101552.5972,101535.21127,101512.03004,101419.73009,101223.45462,100992.32234,"999","999","999","999","999","999","999","999","999","999","999","999",2.35134,48.85278,652402.434,6861611.028,35.00000
100941.60181,100186.87576,99288.84977,98226.24529,96970.60776,95485.62002,93730.15973,91658.2384,89220.09899,86361.34239,83024.58826,79150.30422,74678.10199,69555.65191,64042.25146,58672.65446,53686.50198,49057.67585,44759.29281,40764.97519,37052.15228,33605.25167,30410.25097,27452.78894,24717.80727,22194.19247,19877.77613,17772.38878,15881.35951,14192.22801,12682.88748,298.43774,298.43774,298.37397,300.05415,303.03712,304.86736,305.921,306.5685,306.88925,307.19995,307.45899,308.12789,308.87196,309.40609,309.88351,311.85474,315.42531,319.12473,322.1867,325.06449,326.93257,328.75391,330.46592,332.29503,333.79947,335.06912,336.79478,340.34779,347.83788,359.31785,371.25989,371.25989,40.21813,0.5,"2","4",6.5,"10",29.918,"999","999","999","999","999","999",18.25167,300.75661,300.23594,300.02851,299.62187,299.18102,298.89917,101574.96956,101557.58609,101534.40812,101446.03246,101253.67271,101022.52656,"999","999","999","999","999","999","999","999","999","999","999","999",2.35988,48.85277,653029.062,6861604.802,33.20000
100918.40895,100163.47477,99265.60749,98203.54322,96948.56446,95464.28888,93709.4849,91638.19125,89200.7385,86342.80979,83007.0124,79133.80789,74662.84008,69541.82833,64030.02649,58662.02917,53677.53296,49049.99395,44752.65806,40759.47362,37047.54412,33601.34195,30407.02771,27450.25943,24715.89871,22192.81642,19876.79431,17771.64175,15880.87265,14192.07456,12682.94758,298.24126,298.24126,298.20508,300.1751,303.11066,304.95841,305.96964,306.58534,306.89244,307.20287,307.46541,308.13096,308.86952,309.40848,309.88267,311.85114,315.43986,319.1634,322.16712,325.08759,326.95728,328.74005,330.44349,332.29895,333.80915,335.08887,336.79989,340.3353,347.79808,359.33664,371.28104,371.28104,42.26577,0.5,"2","4",6.5,"10",29.91362,"999","999","999","999","999","999",17.69111,300.74998,300.26208,300.06357,299.67789,299.21876,298.92807,101544.42544,101527.04777,101503.87753,101418.7784,101229.74677,100998.71155,"999","999","999","999","999","999","999","999","999","999","999","999",2.36841,48.85276,653654.957,6861598.65,37.70000
100908.61941,100153.49564,99255.63446,98193.78342,96939.096,95455.18884,93700.73519,91629.73,89192.53975,86334.93908,82999.49588,79126.70499,74656.25407,69535.82016,64024.65262,58657.34758,53673.74575,49046.79001,44749.81085,40757.12971,37045.64124,33599.77123,30405.69228,27449.19494,24715.11729,22192.28326,19876.42363,17771.32265,15880.62383,14191.96939,12682.93666,298.11703,298.11703,298.10138,300.21243,303.11342,304.98554,305.99542,306.59276,306.89337,307.20376,307.46792,308.12695,308.87067,309.43653,309.87908,311.83767,315.44682,319.20489,322.13939,325.09572,326.9665,328.75192,330.43794,332.29473,333.81203,335.09859,336.81053,340.32874,347.76972,359.33803,371.28884,371.28884,43.14012,0.5,"2","4",6.5,"10",29.91183,"999","999","999","999","999","999",16.05833,300.74719,300.27544,300.07734,299.70441,299.22231,298.91925,101515.20639,101497.82976,101474.66093,101399.02436,101219.46852,100988.46117,"999","999","999","999","999","999","999","999","999","999","999","999",2.37694,48.85275,654280.852,6861592.565,34.70000
100881.6903,100128.76543,99231.38668,98168.68947,96914.14616,95430.96953,93677.60807,91608.02075,89172.21957,86315.97968,82982.39383,79111.76725,74643.16672,69524.46296,64014.45269,58647.37088,53664.09667,49038.16896,44742.19173,40750.5464,37040.38719,33595.51758,30401.88055,27445.45321,24711.72859,22189.61694,19874.96058,17771.05057,15880.78361,14192.15764,12683.3127,298.90041,298.90041,298.96523,299.56643,302.94228,304.99395,306.10463,306.67863,306.98287,307.17577,307.50303,308.25106,309.02238,309.45663,309.97213,311.76122,315.37945,319.15218,322.16165,325.02785,327.00506,328.78236,330.45734,332.20265,333.73866,335.0736,336.85575,340.49659,347.88743,359.27725,371.25601,371.25601,45.19382,0.5,"2","4",6.5,"10",29.90705,"999","999","999","999","999","999",22.76,300.15681,299.68703,299.49735,299.09711,298.63345,298.35388,101571.37604,101553.97,101530.76194,101416.11414,101197.38961,100966.02811,"999","999","999","999","999","999","999","999","999","999","999","999",2.30866,48.84721,649265.303,6861018.272,36.09000
100842.51701,100089.91537,99193.07792,98131.38654,96877.86509,95395.52288,93642.99735,91574.35309,89139.75759,86284.91343,82952.90247,79084.08773,74617.65754,69501.40278,63994.05156,58629.78756,53649.01979,49025.26277,44731.18872,40741.16993,37032.37297,33588.78571,30396.52147,27441.30682,24708.52851,22187.16173,19873.10523,17769.79297,15880.11149,14191.9283,12683.43972,298.89026,298.89026,298.91433,299.65773,303.13533,305.02231,306.10719,306.65625,306.96924,307.18142,307.49561,308.24988,309.00925,309.38545,309.96409,311.77091,315.39621,319.16313,322.16633,325.0214,326.99619,328.7458,330.46505,332.23572,333.75728,335.07466,336.84264,340.47667,347.90435,359.28946,371.25024,371.25024,48.63168,0.5,"2","4",6.5,"10",29.89847,"999","999","999","999","999","999",17.38833,300.279,299.81658,299.62575,299.25461,298.79112,298.49626,101469.0517,101451.66085,101428.47304,101345.06457,101157.70336,100926.61007,"999","999","999","999","999","999","999","999","999","999","999","999",2.31719,48.84721,649891.271,6861012.825,38.09000
100806.70029,100054.34658,99158.31477,98097.71155,96844.94124,95363.24221,93611.44516,91543.66277,89110.12462,86256.53505,82925.8998,79058.69314,74594.25444,69480.24439,63975.37373,58613.73002,53635.22004,49013.42944,44721.18318,40732.67008,37025.09299,33582.65993,30391.6009,27437.49559,24705.60439,22184.93455,19871.42083,17768.63299,15879.48492,14191.71469,12683.55242,298.83779,298.83779,298.87933,299.97221,303.22932,305.01744,306.07814,306.64465,306.95372,307.18494,307.48758,308.23399,309.00022,309.32746,309.95045,311.7887,315.4213,319.17088,322.19425,325.05057,326.98043,328.71943,330.46051,332.25763,333.7703,335.07364,336.83066,340.45304,347.91197,359.30359,371.24591,371.24591,51.77679,0.5,"2","4",6.5,"10",29.8925,"999","999","999","999","999","999",19.865,300.67929,300.13745,299.91398,299.44765,298.91873,298.61205,101460.92988,101443.55258,101420.38284,101322.69345,101121.15537,100890.28824,"999","999","999","999","999","999","999","999","999","999","999","999",2.32573,48.8472,650517.963,6861006.328,40.59000
100783.17467,100030.88138,99135.30675,98075.56882,96823.46614,95342.16695,93590.79077,91523.55254,89090.66681,86237.87807,82908.08307,79041.82267,74578.6773,69466.16379,63962.97463,58603.19569,53626.17461,49005.62272,44714.62102,40727.1043,37020.35392,33578.67656,30388.37757,27435.01017,24703.72431,22183.51288,19870.32917,17767.85131,15879.05009,14191.55697,12683.61115,298.75401,298.75401,298.81949,300.17596,303.42608,305.04381,306.06099,306.63475,306.9479,307.18445,307.49624,308.20225,308.97866,309.31407,309.9436,311.8132,315.46406,319.14833,322.22401,325.0707,326.99388,328.71388,330.45455,332.26747,333.783,335.07196,336.82251,340.43255,347.9132,359.31276,371.23944,371.23944,53.8506,0.5,"2","4",6.5,"10",29.88873,"999","999","999","999","999","999",15.22,299.51468,299.27715,299.17741,299.00568,298.76384,298.51376,101383.0948,101365.71599,101342.54424,101271.75455,101097.12171,100866.26368,"999","999","999","999","999","999","999","999","999","999","999","999",2.33426,48.84719,651143.922,6860999.904,43.20000
100744.66691,99992.6826,99097.82682,98039.05791,96787.70871,95307.13071,93556.60457,91490.44681,89058.8149,86207.39485,82879.05569,79014.46808,74553.3744,69443.27841,63942.90071,58585.99272,53611.37482,48992.8719,44703.76644,40717.84757,37012.54972,33572.24312,30383.12785,27430.85291,24700.53097,22181.12258,19868.56622,17766.63195,15878.36804,14191.32866,12683.73371,298.73261,298.73261,298.78871,300.40143,303.48848,305.04847,306.05144,306.63943,306.95406,307.19185,307.49495,308.16743,308.94702,309.28945,309.92223,311.8614,315.49219,319.14884,322.22676,325.08473,327.00013,328.7541,330.46665,332.27343,333.79164,335.07772,336.81836,340.41769,347.91727,359.32689,371.2365,371.2365,57.23347,0.5,"2","4",6.5,"10",29.88236,"999","999","999","999","999","999",19.9225,300.66416,300.1323,299.91385,299.45982,298.94619,298.6445,101397.73956,101380.37523,101357.2228,101259.27353,101057.59224,100826.97575,"999","999","999","999","999","999","999","999","999","999","999","999",2.34279,48.84718,651769.881,6860993.549,54.09000
100832.4098,100079.07102,99182.8617,98122.50582,96869.13129,95386.32336,93633.58421,91565.14514,89130.8186,86276.14802,82943.96732,79074.97915,74609.00035,69493.45166,63987.24328,58624.69839,53644.92173,49021.76577,44728.54973,40738.83857,37030.14124,33586.92508,30395.17632,27440.584,24708.20435,22186.93266,19872.64599,17769.15406,15879.66705,14191.70814,12683.33678,298.50675,298.50675,298.57544,300.32301,303.28068,304.87289,305.92943,306.63427,306.95831,307.19564,307.48761,308.13407,308.89466,309.30026,309.89382,311.85958,315.4731,319.13412,322.21921,325.08661,326.94892,328.77542,330.48041,332.28433,333.79512,335.08009,336.80273,340.38555,347.87436,359.33349,371.23945,371.23945,49.64919,0.5,"2","4",6.5,"10",29.89529,"999","999","999","999","999","999",19.03333,300.41412,299.93243,299.73735,299.34174,298.8757,298.58736,101475.4406,101458.0577,101434.8805,101341.97857,101145.18375,100914.22077,"999","999","999","999","999","999","999","999","999","999","999","999",2.35133,48.84717,652396.576,6860987.254,40.79000
100956.69681,100201.77358,99303.48072,98240.70736,96984.81189,95499.28691,93743.47567,91671.59579,89233.28134,86373.98768,83036.47362,79161.33991,74688.46423,69565.14028,64050.54218,58679.76603,53692.63045,49062.8803,44763.71213,40768.75722,37055.27449,33607.75119,30412.22977,27454.35941,24719.0562,22195.15189,19878.45467,17772.7767,15881.53336,14192.26638,12682.78845,298.39835,298.39835,298.37187,300.06392,303.11512,304.80734,305.88661,306.60375,306.95468,307.19535,307.48499,308.10269,308.84412,309.32871,309.88114,311.84593,315.4204,319.12101,322.1848,325.07508,326.92996,328.73949,330.45707,332.28884,333.80514,335.08315,336.79521,340.34426,347.81825,359.32985,371.26143,371.26143,38.85341,0.5,"2","4",6.5,"10",29.91964,"999","999","999","999","999","999",18.885,299.56564,299.28648,299.1806,298.99718,298.77087,298.55717,101598.78576,101581.37956,101558.17128,101466.00542,101269.71314,101038.25203,"999","999","999","999","999","999","999","999","999","999","999","999",2.35986,48.84716,653022.537,6860981.034,33.90000
100966.15582,100210.89583,99312.53369,98249.88149,96993.90802,95508.1581,93752.09493,91679.97577,89241.31779,86381.63897,83043.66513,79167.95684,74694.49051,69570.52371,64055.26008,58683.82856,53696.39396,49066.20668,44766.42411,40771.17133,37057.36006,33609.40868,30413.55748,27455.49046,24720.00214,22195.9133,19878.9961,17773.02181,15881.58129,14192.27012,12682.70941,298.28955,298.28955,298.28785,300.20825,303.20426,304.82171,305.88572,306.60243,306.96692,307.1927,307.49909,308.0845,308.82953,309.36674,309.85805,311.8096,315.41173,319.16865,322.13654,325.07285,326.95246,328.72636,330.4282,332.29223,333.81293,335.08742,336.80287,340.33254,347.78075,359.34155,371.27908,371.27908,38.01607,0.5,"2","4",6.5,"10",29.92234,"999","999","999","999","999","999",17.22333,300.55363,300.0574,299.85936,299.47388,299.04662,298.76823,101588.55136,101571.15596,101547.96209,101465.48857,101278.94283,101047.60455,"999","999","999","999","999","999","999","999","999","999","999","999",2.36839,48.84714,653648.491,6860973.769,33.70000
100931.87543,100176.69701,99278.8178,98216.99835,96961.85186,95476.95321,93721.77951,91650.68502,89213.13356,86354.68999,83018.06129,79143.90753,74672.27312,69550.38197,64037.44804,58668.36428,53683.28761,49055.02067,44756.72757,40762.96886,37050.5436,33603.75399,30408.89907,27451.76694,24717.12696,22193.79343,19877.49928,17771.98558,15880.94744,14192.04873,12682.79915,298.18444,298.18444,298.19829,300.33428,303.26105,304.86477,305.89964,306.61232,306.98154,307.19952,307.50415,308.07011,308.83685,309.42068,309.84899,311.81172,315.42581,319.21737,322.12341,325.07105,326.96874,328.7382,330.41855,332.29757,333.81601,335.09889,336.81131,340.33114,347.7576,359.34326,371.29041,371.29041,41.00097,0.5,"2","4",6.5,"10",29.9161,"999","999","999","999","999","999",18.9775,300.54602,300.07409,299.87867,299.47337,298.98847,298.69484,101574.14052,101556.74668,101533.5549,101440.91821,101244.24279,101012.97354,"999","999","999","999","999","999","999","999","999","999","999","999",2.37692,48.84713,654274.454,6860967.684,34.60000
100806.49795,100054.1328,99158.0192,98097.10697,96844.27182,95362.73478,93611.07882,91543.45082,89110.00266,86256.64538,82926.33099,79059.4164,74594.98009,69481.0467,63976.24179,58614.10659,53635.26695,49013.38386,44720.95533,40732.36277,37025.02304,33582.76033,30391.43274,27437.07067,24705.16526,22184.65801,19871.39916,17768.7205,15879.5254,14191.76254,12683.59317,298.82224,298.82224,298.90341,299.87713,303.08634,305.08927,306.09746,306.68472,306.99914,307.18916,307.52454,308.2473,309.03975,309.50626,309.98297,311.77181,315.37472,319.17685,322.17597,325.01638,326.98729,328.7931,330.45659,332.2084,333.74211,335.0762,336.86175,340.49955,347.90219,359.29673,371.25905,371.25905,51.74225,0.5,"2","4",6.5,"10",29.89113,"999","999","999","999","999","999",17.80833,300.35906,299.86342,299.65933,299.2587,298.77619,298.47731,101437.41421,101420.02904,101396.84881,101311.03367,101121.32811,100890.36705,"999","999","999","999","999","999","999","999","999","999","999","999",2.30865,48.8416,649259.108,6860394.505,39.90000
