level_meso_1,level_meso_2,level_meso_3,level_meso_4,level_meso_5,level_meso_6,level_meso_7,level_meso_8,level_meso_9,level_meso_10,level_meso_11,level_meso_12,level_meso_13,level_meso_14,level_meso_15,level_meso_16,level_meso_17,level_meso_18,level_meso_19,level_meso_20,level_meso_21,level_meso_22,level_meso_23,level_meso_24,level_meso_25,level_meso_26,level_meso_27,level_meso_28,level_meso_29,level_meso_30,level_meso_31,level_meso_32, level_teb_1, level_teb_2, level_teb_3, level_teb_4, level_teb_5, level_teb_6
-30.0,30.0,96.0,175.2,270.2,384.3,521.1,685.4,882.4,1118.9,1402.7,1743.3,2151.9,2642.3,3230.8,3901.8,4601.8,5301.8,6001.8,6701.8,7401.8,8101.8,8801.8,9501.8,10201.8,10901.8,11601.8,12301.8,13001.8,13701.8,14401.8,15101.8,0.5,2,4, 6.5, 10, 29
